Company index,Quoted,Country ISO code,NACE2,Operating revenue EU (Turnover LAY),Number of employees (LAY),Size classification,DPO,Purpose,Acquired data,Data sharing,Rights
4298,No,DE,MANUFACTURING,44437825.92,246.0,Large or Very large company,0,0,0,0,1
4300,No,BE,MANUFACTURING,553897993.0,1359.0,Large or Very large company,1,1,1,1,1
4301,No,IT,MANUFACTURING,11703893.0,54.0,Large or Very large company,1,0,1,1,0
4302,No,PT,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,68965153.54,63.0,Large or Very large company,1,1,1,1,1
4303,No,SE,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,0,0,0,0,1
4304,No,FR,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,15734517.0,,Large or Very large company,1,0,1,0,1
4305,No,BE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",114353011.0,37.0,Large or Very large company,1,1,1,1,1
4306,No,SE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,15202981.5995174,5.0,Large or Very large company,1,1,1,1,0
4307,Yes,IT,MINING AND QUARRYING,44937000000.0,31495.0,Large or Very large company,0,1,0,1,0
4308,No,LU,No Information,-63053.0,,Large or Very large company,1,1,1,1,1
4310,No,IT,MANUFACTURING,13293656.0,62.0,Large or Very large company,1,0,1,1,1
4311,No,FR,MANUFACTURING,51749000.0,398.0,Large or Very large company,1,1,0,1,1
4312,Yes,ES,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,1,1,0,0,1
4313,No,IT,MANUFACTURING,24800153.0,76.0,Large or Very large company,1,0,0,0,1
4314,Yes,NL,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,25736000.0,4.0,Large or Very large company,1,1,1,1,1
4315,No,AT,MANUFACTURING,,109.0,Large or Very large company,0,0,0,1,1
4317,No,BE,MANUFACTURING,15865397.0,162.0,Large or Very large company,1,1,0,1,1
4318,No,PL,MANUFACTURING,24253130.4802827,48.0,Large or Very large company,1,1,0,1,1
4320,No,SI,TRANSPORTATION AND STORAGE,20632450.63,21.0,Large or Very large company,0,0,0,0,1
4321,No,RO,MANUFACTURING,29920682.0687887,524.0,Large or Very large company,1,0,0,1,1
4322,No,FR,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",,8.0,Large or Very large company,1,1,1,0,0
4323,No,IE,OTHER SERVICE ACTIVITIES,801742432.0,1987.0,Large or Very large company,1,1,1,1,1
4324,No,CZ,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,33720116.4780109,,Large or Very large company,1,1,1,0,1
4326,No,AT,MANUFACTURING,11200000.0,24.0,Large or Very large company,1,0,0,1,1
4327,No,LU,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,0,1,0,1,0
4328,No,AT,INFORMATION AND COMMUNICATION,21533413.9,,Large or Very large company,1,1,0,1,1
4329,No,IE,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,25225000.0,50.0,Large or Very large company,1,1,1,1,1
4330,No,BE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,397039742.0,16.0,Large or Very large company,1,1,1,1,1
4331,No,FR,EDUCATION,15131196.0,,Large or Very large company,1,1,1,1,1
4332,No,BE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,53031146.0,39.0,Large or Very large company,1,1,1,1,1
4334,Yes,PL,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,11680749.4235581,170.0,Large or Very large company,1,1,1,1,1
4335,No,FR,REAL ESTATE ACTIVITIES,2829444.0,,Large or Very large company,1,1,0,1,1
4336,No,FR,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,38248353.0,,Large or Very large company,1,1,1,1,1
4338,No,PT,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,24173398.21,70.0,Large or Very large company,1,1,1,0,1
4339,No,DE,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",34613434.0,4.0,Large or Very large company,1,1,1,1,1
4340,No,IT,TRANSPORTATION AND STORAGE,26494557.0,33.0,Large or Very large company,1,1,1,1,1
4341,No,BE,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",229591881.0,505.0,Large or Very large company,1,1,1,1,1
4342,No,FR,REAL ESTATE ACTIVITIES,4876010.0,,Large or Very large company,1,1,1,1,1
4343,No,FR,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,28924000.0,,Large or Very large company,1,0,1,0,1
4344,No,PT,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,51655726.0,,Large or Very large company,1,1,1,0,1
4345,No,GR,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,16188696.0,14.0,Large or Very large company,0,0,1,0,1
4346,No,ES,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,342290000.0,211.0,Large or Very large company,0,1,0,1,0
4347,No,ES,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",11537925.879,60.0,Large or Very large company,1,1,0,1,1
4348,Yes,ES,FINANCIAL AND INSURANCE ACTIVITIES,163.75,,Large or Very large company,1,1,0,0,1
4349,No,DE,MANUFACTURING,11000000.0,49.0,Large or Very large company,0,0,0,1,0
4350,No,NL,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,,15.0,Large or Very large company,1,0,1,1,1
4351,No,IT,MANUFACTURING,907092464.0,1831.0,Large or Very large company,1,0,0,1,0
4353,No,NL,INFORMATION AND COMMUNICATION,,247.0,Large or Very large company,0,0,1,0,0
4354,No,CY,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,1,1,1,1,1
4355,No,IT,MANUFACTURING,10969036.0,59.0,Large or Very large company,1,1,1,1,0
4356,No,NL,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,1,1,1,1,1
4357,No,DE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",17470135.77,97.0,Large or Very large company,1,0,0,0,0
4358,Yes,DE,MANUFACTURING,256884000.0,1328.0,Large or Very large company,1,1,0,1,1
4360,No,SE,INFORMATION AND COMMUNICATION,3671926.44741307,14.0,Large or Very large company,1,0,1,0,0
4361,No,FR,MANUFACTURING,10215431.0,,Large or Very large company,0,0,0,0,0
4362,No,SE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1328919.57428143,,Large or Very large company,1,1,1,1,1
4363,No,FR,CONSTRUCTION,27160416.0,46.0,Large or Very large company,0,1,1,0,1
4364,No,DK,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,106778070.720666,260.0,Large or Very large company,1,1,1,1,1
4365,No,DE,REAL ESTATE ACTIVITIES,,16.0,Large or Very large company,1,0,0,0,1
4366,No,DE,FINANCIAL AND INSURANCE ACTIVITIES,,4.0,Large or Very large company,1,1,0,0,1
4367,No,DE,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,1,1,1,0,1
4368,No,CZ,MANUFACTURING,11279560.1724493,92.0,Large or Very large company,1,1,0,1,0
4369,No,DK,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",10046074000.0493,281.0,Large or Very large company,1,1,1,1,1
4370,No,BE,TRANSPORTATION AND STORAGE,65332109.0,710.0,Large or Very large company,1,1,1,1,1
4371,No,NL,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,1,1,1,1,0
4372,No,FR,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",33869302.0,50.0,Large or Very large company,1,1,1,1,0
4373,No,RO,MANUFACTURING,16972279.8280202,237.0,Large or Very large company,1,0,0,0,0
4374,No,DE,REAL ESTATE ACTIVITIES,21293154.35,4.0,Large or Very large company,1,0,1,0,0
4375,No,DE,TRANSPORTATION AND STORAGE,83368243.07,292.0,Large or Very large company,0,0,0,0,1
4376,No,RO,INFORMATION AND COMMUNICATION,17608116.8417049,53.0,Large or Very large company,1,1,1,1,1
4377,No,ES,REAL ESTATE ACTIVITIES,191273.56,,Large or Very large company,0,0,0,1,1
4378,No,SE,MANUFACTURING,91005097.8220104,161.0,Large or Very large company,0,1,1,1,1
4380,No,ES,MANUFACTURING,48185139.0,252.0,Large or Very large company,1,1,1,0,1
4381,No,DE,MANUFACTURING,36895640.91,133.0,Large or Very large company,1,0,1,0,1
4382,No,DE,MANUFACTURING,,112.0,Large or Very large company,1,0,0,0,0
4383,No,IT,MANUFACTURING,25472994.0,66.0,Large or Very large company,1,1,1,1,1
4384,No,FR,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5953154.0,,Large or Very large company,0,1,0,1,0
4385,No,IT,CONSTRUCTION,27565477.0,42.0,Large or Very large company,1,1,1,1,1
4386,No,IT,MANUFACTURING,12614949.0,45.0,Large or Very large company,1,1,1,1,0
4387,No,SE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",2208516.34501341,5.0,Large or Very large company,1,1,0,0,0
4388,No,BE,MANUFACTURING,111173985.0,105.0,Large or Very large company,0,0,0,0,0
4389,No,IT,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,92407278.0,42.0,Large or Very large company,1,1,0,0,0
4390,No,ES,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,60682329.71,16.0,Large or Very large company,1,1,1,1,1
4391,No,BE,MANUFACTURING,77065091.0,142.0,Large or Very large company,1,0,1,0,1
4392,No,IE,No Information,44175329.7860587,3.0,Large or Very large company,0,1,1,1,0
4393,No,IE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",6239256.0,33.0,Large or Very large company,1,1,1,1,1
4394,No,ES,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,12382060.0,6.0,Large or Very large company,1,1,1,1,1
4395,No,CZ,MANUFACTURING,196664469.90314,,Large or Very large company,1,0,0,0,1
4396,No,NL,TRANSPORTATION AND STORAGE,,,Large or Very large company,0,1,1,1,1
4397,No,DE,No Information,16053630.3648787,59.0,Large or Very large company,1,1,1,1,1
4398,No,FR,FINANCIAL AND INSURANCE ACTIVITIES,136.0,,Large or Very large company,1,1,1,1,1
4399,No,DE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,15000000.0,32.0,Large or Very large company,1,0,0,0,1
4400,No,DE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,270315610.53,561.0,Large or Very large company,1,1,1,1,0
4401,No,LU,INFORMATION AND COMMUNICATION,,,Large or Very large company,0,1,1,1,1
4402,No,FR,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,63371583.0,209.0,Large or Very large company,0,1,0,1,1
4404,No,IE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",121877000.0,9.0,Large or Very large company,1,1,1,1,1
4405,No,FR,MANUFACTURING,78214952.0,307.0,Large or Very large company,0,1,1,0,0
4406,No,SE,INFORMATION AND COMMUNICATION,2238939.71615293,1.0,Large or Very large company,1,1,1,1,1
4408,No,ES,MANUFACTURING,13090859.0,54.0,Large or Very large company,1,0,0,0,1
4410,No,SE,MANUFACTURING,91174910.0617839,221.0,Large or Very large company,1,1,1,1,1
4411,No,NL,FINANCIAL AND INSURANCE ACTIVITIES,270033032.0,413.0,Large or Very large company,1,1,1,1,1
4412,No,MT,No Information,10138937.249,,Large or Very large company,1,0,1,1,0
4413,No,ES,INFORMATION AND COMMUNICATION,23833004.4,122.0,Large or Very large company,0,1,1,0,0
4414,No,GR,MANUFACTURING,43873318.0,200.0,Large or Very large company,1,1,1,1,1
4415,No,IE,INFORMATION AND COMMUNICATION,12800122.0,42.0,Large or Very large company,1,0,0,1,0
4416,No,IT,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",92593832.0,474.0,Large or Very large company,1,0,1,0,1
4417,No,NL,INFORMATION AND COMMUNICATION,245261000.0,299.0,Large or Very large company,0,1,1,0,0
4418,No,IT,MANUFACTURING,356257713.0,182.0,Large or Very large company,0,0,0,0,0
4419,No,IT,MANUFACTURING,62916462.0,204.0,Large or Very large company,0,0,0,0,1
4420,No,CZ,INFORMATION AND COMMUNICATION,4622620.25522504,,Large or Very large company,1,1,0,1,0
4421,No,DE,MANUFACTURING,,150.0,Large or Very large company,1,0,0,0,1
4422,No,NL,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",,,Large or Very large company,0,1,0,1,1
4423,No,IE,OTHER SERVICE ACTIVITIES,5731947.0,151.0,Large or Very large company,1,1,1,1,1
4425,No,FR,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",25029170.0,,Large or Very large company,0,0,0,0,0
4426,No,DE,FINANCIAL AND INSURANCE ACTIVITIES,,1700.0,Large or Very large company,1,1,1,1,1
4428,No,DE,CONSTRUCTION,,16.0,Large or Very large company,1,0,1,1,1
4429,No,ES,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,51880000.0,235.0,Large or Very large company,1,1,0,0,1
4430,No,FR,MANUFACTURING,31869361.0,268.0,Large or Very large company,0,0,1,0,1
4431,No,NL,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,1,0,0,1,1
4432,No,PL,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,28640267.5144508,72.0,Large or Very large company,1,1,1,0,1
4433,No,PL,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",11003587.5444262,,Large or Very large company,1,1,1,1,1
4435,No,IT,MANUFACTURING,146729317.0,446.0,Large or Very large company,0,0,0,1,1
4436,Yes,PL,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10764506.5071418,249.0,Large or Very large company,1,0,1,1,1
4438,No,ES,FINANCIAL AND INSURANCE ACTIVITIES,174600.1,,Large or Very large company,1,1,0,0,1
4439,No,DE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,10000000.0,30.0,Large or Very large company,1,0,0,0,1
4440,No,IT,MANUFACTURING,35415178.0,96.0,Large or Very large company,1,1,0,0,1
4441,No,BE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,12972325.0,37.0,Large or Very large company,1,1,1,1,1
4442,No,ES,MANUFACTURING,4018893000.0,8599.0,Large or Very large company,1,1,1,1,1
4443,No,BE,CONSTRUCTION,13000115.0,43.0,Large or Very large company,1,1,1,1,1
4444,No,NL,No Information,,,Large or Very large company,1,1,1,1,1
4445,No,DE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,65558314.15,79.0,Large or Very large company,1,0,1,0,1
4446,No,NL,TRANSPORTATION AND STORAGE,1492399000.0,2702.0,Large or Very large company,1,1,0,0,1
4447,Yes,SE,INFORMATION AND COMMUNICATION,21157146.6003584,92.0,Large or Very large company,1,1,1,1,1
4448,No,IE,"AGRICULTURE, FORESTRY AND FISHING",21543707.0,26.0,Large or Very large company,0,0,0,0,0
4449,No,IT,MANUFACTURING,127508820.0,211.0,Large or Very large company,1,1,0,0,1
4450,No,DE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,218744772.43,42.0,Large or Very large company,1,1,1,1,1
4452,No,AT,INFORMATION AND COMMUNICATION,,15.0,Large or Very large company,1,1,1,1,0
4453,No,NL,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,,200.0,Large or Very large company,1,1,1,1,1
4454,No,ES,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,66507081.14,83.0,Large or Very large company,0,0,0,1,1
4455,Yes,ES,FINANCIAL AND INSURANCE ACTIVITIES,599.23,,Large or Very large company,1,1,0,0,1
4456,No,NL,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,,39.0,Large or Very large company,1,1,1,1,1
4457,No,SE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,17383240.5141845,18.0,Large or Very large company,0,1,1,1,0
4458,No,NL,FINANCIAL AND INSURANCE ACTIVITIES,51330697.0,169.0,Large or Very large company,1,1,1,1,1
4459,No,IE,REAL ESTATE ACTIVITIES,12530250.0,,Large or Very large company,1,1,0,1,0
4460,No,DE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,375468289.95,51.0,Large or Very large company,1,0,1,1,1
4461,No,LT,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",136892.0,4.0,Large or Very large company,1,1,1,1,1
4463,No,PL,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,19594097.364497,44.0,Large or Very large company,1,0,1,1,1
4464,No,AT,FINANCIAL AND INSURANCE ACTIVITIES,3449689.5,,Large or Very large company,1,1,0,0,1
4465,No,GR,MANUFACTURING,15906033.0,180.0,Large or Very large company,1,1,1,1,1
4466,No,SE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10514525.1052864,37.0,Large or Very large company,0,1,1,1,0
4467,No,GR,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,15535184.0,27.0,Large or Very large company,1,0,1,1,1
4468,No,IT,MANUFACTURING,20615515.0,72.0,Large or Very large company,0,0,0,0,0
4469,No,NL,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,1,1,0,1,0
4471,No,FI,INFORMATION AND COMMUNICATION,14588000.0,104.0,Large or Very large company,1,1,1,1,1
4472,No,LU,FINANCIAL AND INSURANCE ACTIVITIES,-16152.0,,Large or Very large company,0,0,0,1,0
4473,No,IT,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",41382911.0,200.0,Large or Very large company,1,1,1,0,0
4474,No,IT,No Information,204319936.66955,140.0,Large or Very large company,1,0,0,1,0
4475,No,NL,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,1,1,1,1,0
4476,No,FR,MANUFACTURING,27517524.0,,Large or Very large company,1,0,1,0,0
4477,No,DK,INFORMATION AND COMMUNICATION,13888546.1059549,97.0,Large or Very large company,1,1,1,1,1
4478,No,BE,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",10581393.0,1.0,Large or Very large company,0,1,1,1,1
4480,Yes,ES,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,1,1,0,0,1
4481,No,IT,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",12292959.0,45.0,Large or Very large company,0,0,1,0,1
4482,No,AT,MANUFACTURING,309511296.7,830.0,Large or Very large company,1,1,1,0,1
4483,No,FI,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10099333.0,110.0,Large or Very large company,1,1,1,1,1
4484,No,PL,MANUFACTURING,216708208.844377,1401.0,Large or Very large company,1,1,1,1,1
4486,No,SE,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,1,0,0,0,1
4487,No,NL,MANUFACTURING,66869475.0,216.0,Large or Very large company,1,1,1,1,0
4488,No,AT,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,26821910.54,,Large or Very large company,1,1,1,1,1
4489,No,DE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,,180.0,Large or Very large company,1,0,1,1,1
4490,No,SE,CONSTRUCTION,108039065.059852,118.0,Large or Very large company,1,1,1,0,1
4491,No,PL,FINANCIAL AND INSURANCE ACTIVITIES,29629172.3147477,45.0,Large or Very large company,0,0,0,0,1
4493,No,NL,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",,12.0,Large or Very large company,1,0,1,0,0
4495,No,CZ,MANUFACTURING,21508807.4428265,,Large or Very large company,1,0,1,0,1
4496,No,DK,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,24160810.7914291,8.0,Large or Very large company,1,1,1,1,1
4497,No,NL,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,1,1,1,0,1
4498,No,ES,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,92678276.84,959.0,Large or Very large company,0,1,1,0,1
4499,No,SE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,159230363.641433,239.0,Large or Very large company,1,1,1,1,1
4500,No,RO,INFORMATION AND COMMUNICATION,97804023.9806198,2242.0,Large or Very large company,1,1,1,0,1
4501,No,AT,MANUFACTURING,14708043.35,,Large or Very large company,0,1,1,1,0
4502,No,FR,FINANCIAL AND INSURANCE ACTIVITIES,218129236.0,187.0,Large or Very large company,1,0,0,0,0
4503,No,BE,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,23217072.0,23.0,Large or Very large company,1,1,0,1,1
4504,Yes,IT,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,17044000.0,102.0,Large or Very large company,0,1,0,1,0
4505,No,DE,FINANCIAL AND INSURANCE ACTIVITIES,,110.0,Large or Very large company,0,1,0,0,1
4506,No,DE,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,,,Large or Very large company,0,0,1,1,1
4507,No,LU,FINANCIAL AND INSURANCE ACTIVITIES,2842000.0,,Large or Very large company,1,1,1,1,1
4512,No,ES,MANUFACTURING,43090736.99,188.0,Large or Very large company,1,1,1,0,1
4513,No,FR,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,24296820.0,68.0,Large or Very large company,0,1,1,1,0
4514,No,DE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,,7.0,Large or Very large company,1,1,1,1,1
4515,No,FR,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",127801.0,,Large or Very large company,1,0,1,0,1
4516,No,BE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,124094859.0,71.0,Large or Very large company,1,1,1,1,0
4517,No,NL,MINING AND QUARRYING,,1.0,Large or Very large company,1,1,1,1,1
4518,No,FR,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10190393.0,72.0,Large or Very large company,1,1,1,1,1
4519,No,IT,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,15919253.0,5.0,Large or Very large company,1,1,1,1,0
4520,No,DE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",,,Large or Very large company,1,1,0,0,1
4521,No,DE,MANUFACTURING,,443.0,Large or Very large company,1,1,1,0,1
4522,No,PL,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",11379467.4720959,,Large or Very large company,0,0,0,0,0
4523,No,NL,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,,,Large or Very large company,1,1,1,1,1
4524,No,FR,FINANCIAL AND INSURANCE ACTIVITIES,2121000000.0,8517.0,Large or Very large company,0,1,1,1,0
4525,No,NL,MINING AND QUARRYING,551772786.695,,Large or Very large company,0,1,0,1,0
4526,No,IE,TRANSPORTATION AND STORAGE,20068863.0,29.0,Large or Very large company,0,0,0,0,0
4527,No,LU,FINANCIAL AND INSURANCE ACTIVITIES,12490165.0,22.0,Large or Very large company,1,1,1,0,1
4528,No,BE,MANUFACTURING,16442242.0,47.0,Large or Very large company,1,0,0,0,0
4529,No,DE,MANUFACTURING,,952.0,Large or Very large company,0,1,0,1,0
4530,No,SE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",66096877.677739,207.0,Large or Very large company,1,1,1,1,1
4531,No,LT,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,,205.0,Large or Very large company,1,0,0,0,1
4532,No,IT,MANUFACTURING,10601134.0,49.0,Large or Very large company,1,1,0,0,1
4533,No,FR,MANUFACTURING,1104056610.0,1600.0,Large or Very large company,0,0,1,0,1
4534,No,ES,CONSTRUCTION,19886357.29,73.0,Large or Very large company,0,0,0,0,1
4535,No,BE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",215505000.0,610.0,Large or Very large company,0,0,0,0,0
4536,No,HR,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,11687556.1361735,694.0,Large or Very large company,1,1,1,1,1
4537,No,DE,MANUFACTURING,,474.0,Large or Very large company,1,1,1,1,1
4538,No,DE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",354029498.0,654.0,Large or Very large company,1,1,1,1,1
4539,No,DE,REAL ESTATE ACTIVITIES,,1000.0,Large or Very large company,0,1,1,0,0
4540,No,ES,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",18019299.5,12.0,Large or Very large company,1,1,1,1,1
4541,No,DK,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,150650916.782109,127.0,Large or Very large company,0,1,1,0,1
4542,No,NL,MANUFACTURING,,432.0,Large or Very large company,0,1,0,0,0
4543,No,NL,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,,,Large or Very large company,0,1,1,1,1
4544,No,DE,MANUFACTURING,10001379.04,55.0,Large or Very large company,1,0,0,0,1
4545,No,DE,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,31656013.53,65.0,Large or Very large company,1,0,0,1,1
4546,No,FR,FINANCIAL AND INSURANCE ACTIVITIES,2052730.0,4.0,Large or Very large company,1,1,1,1,1
4547,No,LV,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,63114187.0,131.0,Large or Very large company,0,0,0,0,1
4548,Yes,ES,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,1,1,0,0,1
4549,No,IE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",36018000.0,402.0,Large or Very large company,1,0,0,1,1
4550,No,DK,FINANCIAL AND INSURANCE ACTIVITIES,,3.0,Large or Very large company,1,1,0,1,1
4551,No,IE,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,35930835.0,112.0,Large or Very large company,1,1,1,1,1
4552,No,IE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,12996000.0,69.0,Large or Very large company,0,1,1,1,0
4553,No,DK,MANUFACTURING,,0.0,Large or Very large company,1,0,0,0,1
4554,No,ES,MANUFACTURING,31100858.22,86.0,Large or Very large company,0,1,0,1,1
